
Symbol table '.symtab' contains 196 entries:
   Num:    Value          Size Type    Bind   Vis       Ndx Name
   176: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND msleep
   177: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND devm_power_supply_register
   178: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND gpio_request_one
   179: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND gpio_to_desc
   180: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND gpiod_to_irq
   181: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND devm_request_threaded_irq
   182: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND irq_set_irq_wake
   183: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND memset
   184: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND snprintf
   185: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND memcpy
   186: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND regmap_read
   187: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND fortify_panic
   188: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND sscanf
   189: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND regmap_write
   190: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND power_supply_get_drvdata
   191: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND regmap_bulk_read
   192: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND power_supply_changed
   193: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND disable_irq
   194: 0000000000000000     0 NOTYPE  GLOBAL DEFAULT   UND enable_irq
   195: 0000000000000000     4 OBJECT  GLOBAL DEFAULT    22 SC8571_ADC_CH
