symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers
snprintf,0x656e4a6e,KERNEL_OR_BUILTIN,,0,8021q;8250_mtk;adapter_class;adsp;aee_aed;aee_hangdet;apu_top;apusys;aqc111;asix;audio_ipi;aw36515;aw36518;aw36518_v2;aw883xx_driver;backlight_cooling;blocktag;bluetooth;bt_drv_6878;btbcm;btqca;bus_parity;c2k_usb;camera_dpe_isp7sp;camera_eeprom_v4l2;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;charger_class;charger_cooling;clk_common;clkbuf;cmdq_sec_drv;connadp;connfem;conninfra;cpuqos_v3;drm_display_helper;emi;emi_mpu;extdev_io_class;flashlight;focaltech_touch_spi_ft3680;frs;ged;gps_drv_dl_v051;gpueb;gz_ipc_mod;gz_virtio_mod;gzvm;hci_uart;hidp;hynitron;imgsensor;iommu_debug;irq_dbg;last_bus;leds_mtk;mac80211;mali_kbase_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;mmqos_common;mrdump;mt6369_accdet;mt6375_battery;mtk_aie;mtk_c2ps;mtk_cam_isp7sp;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_chg_type_det;mtk_cm_mgr;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dcm;mtk_dpc;mtk_dramc;mtk_dvfsrc_helper;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_mbox;mtk_mbraink;mtk_md_power_throttling;mtk_mdpm;mtk_mmc_dbg;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_mml_mt6878;mtk_pd_adapter;mtk_peak_power_budget;mtk_perf_common;mtk_pmic_oc_debug;mtk_scp_audiocommon;mtk_smi;mtk_smi_dbg;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_vow;mtk_wp;pd_dbg_info;pinctrl_mtk_v2;powerhal_cpu_ctrl;ppp_generic;r8152;rt_pd_manager;rtl8150;sc851x_charger;sc8571_charger;scheduler;scp;sh366003_fg;slcan;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;sspm_v3;tcpc_class;thermal_interface;thermal_trace;tipc;tkcore;tmem_ffa;touch_boost;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;usb_boost;usb_logger;usbnet;usbserial;vcp;vtskin_temp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;zram,169,170,0,1,1,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver;focaltech_touch_spi_ft3680
spi_setup,0x56c1736a,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;microarray_fp_tee,2,2,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
spi_sync,0x8211a422,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;microarray_fp_tee;spi_tiny_co5300_lcd,3,3,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
sprintf,0x3c3ff9fd,KERNEL_OR_BUILTIN,,0,apusys;blocktag;camera_eeprom_v4l2;can_bcm;cdc_acm;cdc_ncm;cfg80211;conninfra;cpufreq_sugov_ext;extcon_mtk_usb;ffa_v10;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gpueb;hynitron;ieee802154;l2tp_core;leds_mtk;mdp_drv_mt6878;mediatek_drm;met;mmprofile;mrdump;mt6369_accdet;mt6375_battery;mtk_bp_thl;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_dvfsrc_helper;mtk_fpsgo;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mdpm;mtk_pep50;mtk_qos;mtk_usb_f_rndis;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;panel_ky_vtdr6115_dphy_cmd;pmic_lbat_service;rfcomm;rfkill;rpmb;sc8571_charger;sh366003_fg;spmi_mtk_pmif;tipc;tkcore;ufs_mediatek_mod;usb_boost;usb_meta;usbserial;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2,60,60,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
sscanf,0xbcab6ee6,KERNEL_OR_BUILTIN,,0,aee_aed;apu_top;apusys;aw36515;aw36518;aw36518_v2;aw883xx_driver;bt_drv_6878;cfg80211;clkbuf;cmdq_test;cpudvfs;emi_fake_eng;extcon_mtk_usb;fhctl;flashlight;focaltech_touch_spi_ft3680;gpueb;gz_main_mod;hf_manager;imgsensor;leds_ln2403;mali_kbase_mt6878_r44;md_cooling_all;mediatek_drm;mmqos_common;mt6369_accdet;mtk_battery_oc_throttling;mtk_bp_thl;mtk_c2ps;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_cm_mgr;mtk_core_ctl;mtk_dcm;mtk_dpc;mtk_dvfsrc_helper;mtk_fpsgo;mtk_gpufreq_wrapper;mtk_heap_debug;mtk_imgsys_cmdq;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_mbraink;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mminfra_imax;mtk_mml;mtk_pbm;mtk_peak_power_budget;mtk_perf_common;mtk_smi_dbg;mtk_ssc_dbg_v2;mtk_swpm_dbg_common_v1;mtk_swpm_dbg_v6878;mtk_usb_f_rndis;panel_ky_vtdr6115_dphy_cmd;pinctrl_mtk_common_v2_debug;sc851x_charger;sc8571_charger;scheduler;scp;sh366003_fg;snd_soc_tfa98xx;thermal_interface;tinysys_scmi;usb_meta;vcp;wlan_drv_gen4m_6878;wwan;yft_tiny2c_usb,72,72,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver;focaltech_touch_spi_ft3680
strcmp,0xe2d5255a,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_hangdet;apu_top;apusys;aw883xx_driver;blocktag;bootprof;bt_drv_6878;camera_dpe_isp7sp;ccci_ccif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;charger_class;clk_chk_mt6878;clk_common;clkbuf;connfem;conninfra;cpuqos_v3;extcon_mtk_usb;fhctl;fmradio_drv_connac2x;ftdi_sio;ged;gpueb;gz_ipc_mod;gz_main_mod;imgsensor;imgsensor_glue;l2tp_core;log_store;lpm_gov_MHSP;mac80211;mali_kbase_mt6878_r44;mddp;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;monitor_hang;mrdump;mt6375_battery;mt6878_mt6369;mtk_battery_oc_throttling;mtk_bp_thl;mtk_cam_isp7sp;mtk_charger_algorithm_class;mtk_charger_framework;mtk_cm_mgr;mtk_emi;mtk_fpsgo;mtk_hcp;mtk_heap_debug;mtk_iommu;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_plat_v1;mtk_mbraink;mtk_mmc_dbg;mtk_mml;mtk_pbm;mtk_peak_power_budget;mtk_sp_spk_amp;mtk_ssc_dbg_v2;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_wp;mtu3;phy_mtk_xsphy;pidmap;pinctrl_mtk_common_v2_debug;pmic_lbat_service;r8152;reboot_mode;rfkill;scheduler;scp;sec;sh366003_fg;smpu;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_tfa98xx;task_turbo;tcpc_class;thermal_interface;tipc;tkcore;ufs_mediatek_dbg;ufs_mediatek_mod;usb_boost;usb_meta;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;zram,108,108,0,1,1,0,1,1,1,1,aw883xx_driver
strlen,0x98cf60b3,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apu_top;apusys;aw883xx_driver;blocktag;bootprof;bt_drv_6878;btbcm;ccci_md_all;ccci_util_lib;cfg80211;charger_cooling;connadp;connfem;conninfra;device_apc_common;drm_display_helper;emi;extdev_io_class;fmradio_drv_connac2x;ged;gps_drv_dl_v051;gz_ipc_mod;ieee802154;imgsensor;last_bus;leds_mtk;mac80211;mac802154;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;met;mmprofile;mmqos_common;monitor_hang;mrdump;mt6369_accdet;mt6375_battery;mtk_aie;mtk_c2ps;mtk_cam_isp7sp;mtk_charger_framework;mtk_cmdq_drv_ext;mtk_dramc;mtk_fpsgo;mtk_gpufreq_wrapper;mtk_heap_debug;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbox;mtk_mbraink;mtk_perf_common;mtk_rpmsg_mbox;mtk_scpsys;mtk_sync;mtk_u_ether;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;nfc;pidmap;pinctrl_mtk_v2;pmic_lbat_service;powerhal_cpu_ctrl;rfkill;scheduler;sec_rng;snd_soc_tfa98xx;spi_mt65xx;tcpc_class;thermal_interface;tipc;tkcore;touch_boost;uload_ind;usb_logger;wifi_cooling;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;yft_devinfo,91,91,0,1,1,0,1,1,1,1,aw883xx_driver
strncmp,0x5a921311,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;aee_rs;apusys;atf_logger;aw883xx_driver;blocktag;bluetooth;bt_drv_6878;camera_eeprom_v4l2;ccci_md_all;ccci_util_lib;clk_common;connadp;connfem;conninfra;device_apc_common;flashlight;fmradio_drv_connac2x;ged;gz_ipc_mod;imgsensor;leds_mtk;mali_kbase_mt6878_r44;mediatek_drm;met;mmprofile;mmqos_common;monitor_hang;mrdump;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_dpc;mtk_fpsgo;mtk_gpu_hal;mtk_heap_debug;mtk_lpm_dbg_common_v2;mtk_mmdvfs;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_pmic_keys;mtk_printk_ctrl;mtk_scpsys;mtk_vcodec_dec_v1;mtu3;nfc;pinctrl_mtk_common_v2_debug;reboot_mode;scp;sec_rng;snd_soc_mt6878_afe;snd_soc_tfa98xx;spi_mt65xx;system_heap;teeperf;thermal_interface;thermal_trace;tmem_ffa;ufs_mediatek_mod;wlan_drv_gen4m_6878;yft_tpd_gesture,61,62,0,1,0,0,1,1,1,1,aw883xx_driver
strnlen,0xa916b694,KERNEL_OR_BUILTIN,,0,8021q;adsp;aee_aed;apu_top;apusys;aw36515;aw883xx_driver;bluetooth;bt_drv_6878;can_bcm;ccci_md_all;ccci_util_lib;cfg80211;connadp;connfem;conninfra;device_apc_common;drm_display_helper;emi_mpu;flashlight;fmradio_drv_connac2x;gps_drv_dl_v051;gz_tz_system;hf_manager;hidp;imgsensor;leds_mtk;mac80211;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;met;mmprofile;monitor_hang;mrdump;mt6369_accdet;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_cam_isp7sp;mtk_dpc;mtk_fpsgo;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_jpeg;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_mml;mtk_u_ether;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;powerhal_cpu_ctrl;r8152;scp;sec_rng;sensorhub;slcan;smpu;snd_soc_tfa98xx;spi_mt65xx;tcpc_class;thermal_interface;tipc;tkcore;uarthub_drv;uload_ind;usb_meta;usbnet;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_devinfo;yft_tpd_gesture;zram,79,80,0,1,0,0,1,1,1,1,aw36515;aw883xx_driver
strscpy,0xdd64e639,KERNEL_OR_BUILTIN,,0,8021q;apu_top;apusys;aqc111;asix;aw36515;aw36518;aw36518_v2;aw883xx_driver;bluetooth;btbcm;camera_af_media;camera_dpe_isp7sp;cfg80211;hidp;leds_mtk;mac80211;mali_kbase_mt6878_r44;mrdump;mt6878_mt6369;mtk_aie;mtk_cam_isp7sp;mtk_imgsys_v4l2;mtk_jpeg;mtk_lpm_dbg_common_v2;mtk_u_ether;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;r8152;rtl8150;sensorhub;tipc;uload_ind;usb_meta;usbnet;zram,37,38,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver
sysfs_create_file_ns,0x8a1b623e,KERNEL_OR_BUILTIN,,0,apusys;ccci_md_all;connadp;focaltech_touch_spi_ft3680;ged;mali_kbase_mt6878_r44;met;mtk_c2ps;mtk_dcm;mtk_fpsgo;mtk_ssc_dbg_v2,11,11,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
sysfs_create_group,0xf43d4bfe,KERNEL_OR_BUILTIN,,0,apusys;aw883xx_driver;charger_cooling;clkbuf;cpuqos_v3;focaltech_touch_spi_ft3680;hynitron;mali_kbase_mt6878_r44;microarray_fp_tee;mmqos_common;mrdump;mt6375_battery;mtk_cg_peak_power_throttling;mtk_cm_mgr;mtk_core_ctl;mtk_dvfsrc_helper;mtk_perf_common;mtk_qos;mtu3;scheduler;st21nfc;thermal_interface;thermal_trace;ufs_mediatek_mod;usb_boost,25,25,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
sysfs_remove_file_ns,0xfb705284,KERNEL_OR_BUILTIN,,0,apusys;connadp;focaltech_touch_spi_ft3680;ged;mali_kbase_mt6878_r44;met;mtk_c2ps;mtk_fpsgo;mtk_ssc_dbg_v2;st21nfc,10,10,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
sysfs_remove_group,0xf1d806db,KERNEL_OR_BUILTIN,,0,apusys;aw883xx_driver;cpuqos_v3;focaltech_touch_spi_ft3680;hynitron;mali_kbase_mt6878_r44;mmqos_common;mtk_cg_peak_power_throttling;mtk_dvfsrc_helper;mtk_perf_common;mtk_qos;mtu3;scheduler;st21nfc;thermal_interface;thermal_trace;ufs_mediatek_mod,17,17,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
thermal_cooling_device_unregister,0xec93f466,KERNEL_OR_BUILTIN,,0,apu_top;aw36515;aw36518;aw36518_v2;backlight_cooling;charger_cooling;md_cooling_all;wifi_cooling,8,8,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
thermal_of_cooling_device_register,0xaaba57f7,KERNEL_OR_BUILTIN,,0,apu_top;aw36515;aw36518;aw36518_v2;backlight_cooling;charger_cooling;md_cooling_all;wifi_cooling,8,8,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
usleep_range_state,0xc3055d20,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_hangdet;apusys;asix;audio_ipi;aw883xx_driver;bt_drv_6878;cdc_ncm;conninfra;custom_ldo_wl2868;drm_display_helper;dw9781c;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_tz_system;hci_uart;main2_vcm;main3_vcm;main4_vcm;main_vcm;mediatek_cpufreq_hw;mediatek_drm;mt6315_regulator;mt6369_accdet;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6685_audclk;mtk_cam_isp7sp;mtk_ccuv;mtk_dvfsrc;mtk_iommu;mtk_irtx_pwm;mtk_lpm_dbg_common_v2;mtk_mmc;mtk_mmdvfs_v3;mtk_mml;mtk_scp_audiocommon;mtk_scpsys;mtk_smi_dbg;mtk_spmi_pmic_adc;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;nvmem_mt635x_efuse;panel_ky_vtdr6115_dphy_cmd;pda_drv_mt6878;phy_mtk_xsphy;r8152;reset_ti_syscon;rt6160_regulator;sapu;sensorhub;snd_soc_mt6369;snd_soc_tfa98xx;soc_temp_lvts;st21nfc;sub_vcm;tcpc_class;tcpc_mt6375;tkcore_drv;uarthub_drv;ufs_mediatek_mod;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2,70,70,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
v4l2_async_register_subdev,0x64ab86bc,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;dw9781c;imgsensor;main2_vcm;main3_vcm;main4_vcm;main_vcm;sub_vcm,10,10,0,1,0,0,0,0,1,1,aw36515;aw36518;aw36518_v2
v4l2_ctrl_handler_free,0x2cac929d,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;dw9781c;imgsensor;main2_vcm;main3_vcm;main4_vcm;main_vcm;mtk_cam_isp7sp;mtk_imgsys_v4l2;mtk_jpeg;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;sub_vcm,15,15,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
v4l2_ctrl_handler_init_class,0x699e1454,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;dw9781c;imgsensor;main2_vcm;main3_vcm;main4_vcm;main_vcm;mtk_cam_isp7sp;mtk_imgsys_v4l2;mtk_jpeg;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;sub_vcm,15,15,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
v4l2_ctrl_new_std,0x8e267b3b,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;imgsensor;main2_vcm;main3_vcm;main4_vcm;main_vcm;mtk_imgsys_v4l2;mtk_jpeg;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;sub_vcm,13,13,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
v4l2_ctrl_new_std_menu,0x63b9ef43,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;mtk_vcodec_enc_v1,4,4,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
v4l2_device_unregister_subdev,0x833bc630,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;mtk_cam_isp7sp;mtk_imgsys_v4l2,5,5,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
v4l2_subdev_init,0x44e14219,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;mtk_cam_isp7sp;mtk_imgsys_v4l2,5,5,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
vfree,0x999e8297,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apusys;audio_ipi;aw883xx_driver;blocktag;bsd_comp;bt_drv_6878;btqca;camera_dpe_isp7sp;ccci_dpmaif;ccci_md_all;ccci_util_lib;clkbuf;conninfra;connscp;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;hci_uart;imgsensor;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;mmprofile;mtk_aie;mtk_c2ps;mtk_cam_isp7sp;mtk_dramc;mtk_fpsgo;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_mbraink;mtk_mml;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vow;ppp_deflate;pptp;rpmb_mtk;scp;sec;snd_soc_audiodsp_common;spi_tiny_co5300_lcd;system_heap;ufs_mediatek_dbg;vcp;wlan_drv_gen4m_6878;zram,50,50,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
vmalloc,0xd6ee688f,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;audio_ipi;blocktag;bsd_comp;bt_drv_6878;btqca;camera_dpe_isp7sp;ccci_dpmaif;ccci_md_all;ccci_util_lib;clkbuf;conninfra;connscp;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;hci_uart;imgsensor;iommu_debug;mali_kbase_mt6878_r44;mddp;mediatek_drm;mmprofile;mt6375_battery;mtk_c2ps;mtk_cam_isp7sp;mtk_dramc;mtk_fpsgo;mtk_mbraink;mtk_mml;mtk_vow;ppp_deflate;scp;sec;snd_soc_audiodsp_common;spi_tiny_co5300_lcd;system_heap;vcp;wlan_drv_gen4m_6878,40,40,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
vzalloc,0x40a9b349,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apusys;aw883xx_driver;gpueb;mali_kbase_mt6878_r44;mediatek_drm;mtk_cam_isp7sp;mtk_cmdq_drv_ext;mtk_fpsgo;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;pptp;rpmb_mtk;scp;vcp;zram,19,19,0,1,0,0,1,1,1,1,aw883xx_driver
wakeup_source_register,0x8be45c3b,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;bt_drv_6878;c2k_usb;ccci_md_all;ccmni;conninfra;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_tz_system;imgsensor;leds_ln2403;mdp_drv_mt6878;microarray_fp_tee;mt6369_accdet;mt6375_auxadc;mt6375_battery;mtk_bp_thl;mtk_charger_framework;mtk_dynamic_loading_throttling;mtk_lpm;mtk_mml;mtk_pep;mtk_pep40;mtk_pmic_keys;mtk_soc_offload_common;mtk_vow;rtc_mt6685;scp;sensorhub;snd_soc_audiodsp_common;snd_soc_mtk_scp_ultra;spmi_mtk_pmif;st21nfc;ufs_mediatek_mod;usb_boost;vcp;wlan_drv_gen4m_6878,40,40,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
wakeup_source_unregister,0xb511937b,KERNEL_OR_BUILTIN,,0,apu_top;apusys;bt_drv_6878;conninfra;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;imgsensor;mdp_drv_mt6878;mtk_mml;mtk_vow;sensorhub;st21nfc;wlan_drv_gen4m_6878,14,14,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
