symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers,nothing_name_status,crc_status
__list_del_entry_valid,0xe1537255,KERNEL_OR_BUILTIN,,0,8021q;aee_aed;apu_top;apusys;blocktag;bluetooth;bootprof;c2k_usb;can_bcm;can_raw;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;cmdq_sec_drv;connscp;drm_display_helper;flashlight;ged;gz_ipc_mod;gz_trusty_mod;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;ieee802154;imgsensor_glue;iommu_debug;mac80211;mac802154;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;mediatek_drm_panel_drv;met;monitor_hang;mt6375_battery;mtk_c2ps;mtk_cam_isp7sp;mtk_cmdq_drv_ext;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_iommu;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mml;mtk_panel_ext;mtk_pbm;mtk_sec_heap;mtk_swpm;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pd_dbg_info;pmic_lbat_service;powerhal_cpu_ctrl;ppp_generic;r8152;rfcomm;rfkill;scheduler;sensorhub;snd_soc_tfa98xx;system_heap;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;ufs_mediatek_mod;usb_boost;usb_meta;usb_offload;usbserial;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;zsmalloc,94,95,0,1,0,0,1,1,1,1,tkcore;tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
__msecs_to_jiffies,0x7f02188f,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;audio_ipi;aw883xx_driver;bluetooth;can_dev;cdc_acm;cfg80211;cmdq_sec_drv;conninfra;cpuqos_v3;cqhci;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_ipc_mod;hci_uart;imgsensor;l2tp_ppp;load_track;mac80211;mali_kbase_mt6878_r44;mediatek_drm;mt6363_regulator;mt6369_regulator;mt6375_charger;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_lpm_dbg_common_v2;mtk_mml;mtk_perf_common;mtk_swpm_dbg_v6878;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;nfc;pmic_lbat_service;spi_mt65xx;spmi_mtk_mpu;tcpc_class;tipc;tmem_ffa;usbserial;wlan_drv_gen4m_6878;yft_gpio_keys,48,49,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
__mutex_init,0xa571f6b0,KERNEL_OR_BUILTIN,,0,8250_mtk;adapter_class;adsp;aee_aed;apu_top;apusys;atf_logger;aw36515;aw36518;aw36518_v2;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;ccci_fsm_scp;ccci_md_all;ccd_rpmsg;cdc_acm;cfg80211;charger_class;cmdq_sec_drv;cmdq_test;conninfra;connscp;cpufreq_sugov_ext;drm_display_helper;extdev_io_class;ffa_v10;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gpueb;gz_ipc_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;hynitron;imgsensor;kfifo_buf;l2tp_ppp;leds_ln2403;leds_mtk;leds_rgb_aw2013;mac80211;mac802154;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;met;mmqos_common;mt6338_core;mt6369_accdet;mt6375;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6685_audclk;mtk_aie;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_algorithm_class;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_composite;mtk_dvfsrc;mtk_dvfsrc_helper;mtk_fpsgo;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_mmdvfs;mtk_mml;mtk_pd_adapter;mtk_pd_charging;mtk_pep;mtk_pep40;mtk_pep50;mtk_pwm;mtk_scp_audiocommon;mtk_sec_heap;mtk_soc_offload_common;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_tinysys_ipi;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;nfc;nvmem_mt635x_efuse;pmic_lvsys_notify;ppp_generic;r8152;rfcomm;rfkill;rpmb;rtc_mt6685;sapu;scp;sensorhub;sh366003_fg;snd_soc_mt6878_afe;snd_soc_tfa98xx;soc_temp_lvts;spmi_mtk_pmif;st21nfc;system_heap;tcpc_class;thermal_interface;thermal_trace;tkcore;tkcore_drv;tmem_ffa;uarthub_drv;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_gpio_keys,145,146,0,1,1,0,1,1,1,1,hynitron;leds_ln2403;sh366003_fg;tkcore;tkcore_drv;yft_devinfo;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
__of_parse_phandle_with_args,0x26f40d9d,KERNEL_OR_BUILTIN,,0,apu_top;apusys;arm_dsu_pmu;blocktag;camera_dpe_isp7sp;ccci_dpmaif;clkbuf;cmdq_test;connfem;conninfra;cpufreq_sugov_ext;dbg_error_flag;emi;emi_fake_eng;emi_mpu;gps_drv_dl_v051;gz_irq_mod;lpm_gov_MHSP;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_panel_drv;mmqos_common;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_framework;mtk_cmdq_drv_ext;mtk_dvfsrc;mtk_dynamic_loading_throttling;mtk_hcp;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_iommu;mtk_ipesys_me;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mbox_mailbox;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_imax;mtk_mml;mtk_peak_power_budget;mtk_sec_heap;mtk_smi;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;panel_ky_vtdr6115_dphy_cmd;pda_drv_mt6878;phy_mtk_ufs;phy_mtk_xsphy;pmic_temp;sapu;scp;thermal_interface;tmem_ffa;ufs_mediatek_mod;usb_meta;usb_offload;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2,72,72,0,1,0,0,0,0,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
__platform_driver_register,0x894c433a,KERNEL_OR_BUILTIN,,0,8250_mtk;apu_top;apusys;arm_dsu_pmu;atf_logger;backlight_cooling;board_temp;bus_parity;cache_parity;camera_af_media;camera_dpe_isp7sp;ccci_auxadc;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;charger_cooling;clk_bringup;clk_chk_mt6878;clk_common;clk_disable_unused;clk_fmeter_mt6878;clk_mt6878;clk_mt6878_adsp;clk_mt6878_bus;clk_mt6878_cam;clk_mt6878_ccu;clk_mt6878_img;clk_mt6878_mdpsys;clk_mt6878_mmsys;clk_mt6878_peri;clk_mt6878_vcodec;clk_mt6878_vlp;clkbuf;cmdq_sec_drv;cmdq_test;connfem;conninfra;connscp;cpufreq_sugov_ext;cpuqos_v3;dbg_error_flag;dbgtop_drm;device_apc_mt6878;emi;emi_fake_eng;emi_mpu;extcon_mtk_usb;fhctl;fingerprint;flashlight;fmradio_drv_connac2x;ged;gps_drv_dl_v051;gpueb;gz_irq_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;i2c_mt65xx;iommu_debug;iommu_secure;last_bus;leds_ln2403;leds_mtk_disp;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mali_prot_alloc_mt6878_r44;mcupm;md_cooling_all;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;mmqos_mt6878;mt6315_regulator;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6685_audclk;mt6878_mt6369;mtk_aie;mtk_aie_debug_7sp_2;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_chg_type_det;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_disp_sec;mtk_dpc;mtk_dramc;mtk_dvfsrc;mtk_dvfsrc_devfreq;mtk_dvfsrc_helper;mtk_dvfsrc_regulator;mtk_dvfsrc_start;mtk_dynamic_loading_throttling;mtk_emi;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_iommu;mtk_ipesys_me;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_mbox_mailbox;mtk_md_power_throttling;mtk_mdpm;mtk_mmc;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3_start;mtk_mminfra_debug;mtk_mminfra_imax;mtk_pbm;mtk_pd_adapter;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_pm_domain_disable_unused;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_pwm;mtk_qos;mtk_scp_audiocommon;mtk_scpsys;mtk_scpsys_bringup;mtk_scpsys_mt6878;mtk_sec_heap;mtk_soc_offload_common;mtk_spmi_pmic_adc;mtk_ssc;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_vmm_notifier;mtk_vmm_spm;mtk_vow;mtk_wdt;mtu3;mux_switch;nvmem_mt635x_efuse;nvmem_mtk_devinfo;pd_chk_mt6878;pda_drv_mt6878;phy_mtk_ufs;phy_mtk_xsphy;pinctrl_mt6363;pinctrl_mt6878;pmic_lbat_service;pmic_lvsys_notify;pmic_temp;pwm_mtk_disp;regulator_vibrator;reset_ti_syscon;rt_pd_manager;rtc_mt6685;sapu;scheduler;scp;sec;sec_rng;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;soc_temp_lvts;spi_mt65xx;spmi_mtk_mpu;spmi_mtk_pmif;sspm_v3;syscon_reboot_mode;system_heap;tcpc_mt6375;teeperf;thermal_generic_adc;thermal_interface;timer_mediatek;tkcore_drv;tmem_ffa;uarthub_drv;ufs_mediatek_mod;usb_boost;usb_logger;usb_meta;usb_offload;vcp;vtskin_temp;widevine_driver;wifi_cooling;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_devinfo;yft_gpio_keys;yft_tiny2c_usb;yft_tpd_gesture,227,227,0,1,0,0,1,1,1,1,fingerprint;leds_ln2403;tkcore_drv;yft_devinfo;yft_gpio_keys;yft_tiny2c_usb;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
__pm_relax,0x1aa68695,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;bt_drv_6878;c2k_usb;ccci_md_all;conninfra;fmradio_drv_connac2x;gps_drv_dl_v051;gz_tz_system;imgsensor;leds_ln2403;mdp_drv_mt6878;mediatek_drm;mt6369_accdet;mt6375_auxadc;mt6375_battery;mtk_bp_thl;mtk_charger_framework;mtk_dynamic_loading_throttling;mtk_mml;mtk_pep;mtk_pep40;mtk_pmic_keys;mtk_soc_offload_common;mtk_vow;scp;sensorhub;snd_soc_audiodsp_common;snd_soc_mtk_scp_ultra;spmi_mtk_pmif;ufs_mediatek_mod;vcp;wlan_drv_gen4m_6878,34,34,0,1,0,0,1,1,1,1,leds_ln2403,PUBLISHED_KMI_NAME,UNPROVEN
__pm_stay_awake,0xe186a5ce,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;bt_drv_6878;c2k_usb;ccci_md_all;conninfra;fmradio_drv_connac2x;gps_drv_dl_v051;gz_tz_system;imgsensor;leds_ln2403;mdp_drv_mt6878;mediatek_drm;mt6369_accdet;mt6375_auxadc;mt6375_battery;mtk_bp_thl;mtk_charger_framework;mtk_dynamic_loading_throttling;mtk_lpm;mtk_mml;mtk_pep;mtk_pep40;mtk_pmic_keys;mtk_soc_offload_common;mtk_vow;rtc_mt6685;scp;sensorhub;snd_soc_audiodsp_common;snd_soc_mtk_scp_ultra;spmi_mtk_pmif;ufs_mediatek_mod;vcp;wlan_drv_gen4m_6878,36,36,0,1,0,0,1,1,1,1,leds_ln2403,PUBLISHED_KMI_NAME,UNPROVEN
__spi_register_driver,0x9a9c1906,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;microarray_fp_tee;spi_tiny_co5300_lcd,3,3,0,1,0,0,1,1,1,1,microarray_fp_tee;spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
__stack_chk_fail,0xc2c193d2,KERNEL_OR_BUILTIN,,0,6lowpan;8021q;8250_mtk;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;aqc111;arm_dsu_pmu;asix;atf_logger;audio_ipi;aw36515;aw36518;aw36518_v2;aw883xx_driver;ax88179_178a;backlight_cooling;blocktag;bluetooth;bootprof;bt_drv_6878;btbcm;btqca;btsdio;bus_parity;c2k_usb;c2ps_perf_ioctl;cache_parity;camera_dpe_isp7sp;camera_eeprom_v4l2;can_bcm;can_dev;can_gw;can_raw;ccci_auxadc;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ether;cdc_ncm;cfg80211;charger_cooling;clk_bringup;clk_chk_mt6878;clk_common;clk_fmeter_mt6878;clkbuf;cmdq_helper_inf;cmdq_platform_mt6878;cmdq_sec_drv;cmdq_test;connadp;connfem;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;cqhci;custom_ldo_wl2868;dbg_error_flag;dbgtop_drm;device_apc_common;device_apc_mt6878;diag;drm_display_helper;drm_dma_helper;dw9781c;emi;emi_fake_eng;emi_mpu;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;fingerprint;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;fpsgo;frs;ftdi_sio;ged;gps_drv_dl_v051;gpueb;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hbt;hci_uart;hf_manager;hidp;hynitron;i2c_mt65xx;ieee802154;ieee802154_6lowpan;ieee802154_socket;imgsensor;iommu_debug;iommu_secure;irq_dbg;kfifo_buf;l2tp_core;l2tp_ppp;last_bus;leds_ln2403;leds_mtk;leds_rgb_aw2013;load_track;log_store;lpm_gov_MHSP;mac80211;mac802154;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mali_prot_alloc_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;microarray_fp_tee;mii;mmprofile;mmqos_common;monitor_hang;mrdump;mt6315_regulator;mt6338_core;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_chg_type_det;mtk_cm_ipi;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dcm;mtk_dpc;mtk_dramc;mtk_dvfsrc;mtk_dvfsrc_devfreq;mtk_dvfsrc_helper;mtk_dvfsrc_regulator;mtk_dvfsrc_start;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpu_qos;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_iommu;mtk_ipesys_me;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_lpm_plat_v1;mtk_mbox;mtk_mbox_mailbox;mtk_mbraink;mtk_md_power_throttling;mtk_mdpm;mtk_mmc;mtk_mmc_dbg;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_ftrace;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mminfra_imax;mtk_mml;mtk_mml_mt6878;mtk_pbm;mtk_pd_adapter;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_printk_ctrl;mtk_qos;mtk_scp_audiocommon;mtk_scpsys;mtk_scpsys_bringup;mtk_sec_heap;mtk_smi;mtk_smi_dbg;mtk_soc_offload_common;mtk_sp_spk_amp;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_ssc;mtk_ssc_dbg_v2;mtk_swpm;mtk_swpm_cpu_dbg_v6878;mtk_swpm_dbg_common_v1;mtk_swpm_dbg_v6878;mtk_swpm_perf_arm_pmu;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_vmm_notifier;mtk_vmm_spm;mtk_vow;mtk_wp;mtu3;mux_switch;nfc;nvmem_mt635x_efuse;nvmem_mtk_devinfo;panel_ky_vtdr6115_dphy_cmd;pd_dbg_info;pda_drv_mt6878;phy_mtk_ufs;phy_mtk_xsphy;pidmap;pinctrl_mtk_common_v2_debug;pinctrl_mtk_v2;pmic_lbat_service;pmic_lvsys_notify;pmic_temp;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;pptp;r8152;r8153_ecm;reset_ti_syscon;rfcomm;rfkill;rpmb;rpmb_mtk;rps_perf;rt4831a_drv;rt5133_regulator;rt6160_regulator;rt_pd_manager;rtc_mt6685;rtl8150;sapu;sc851x_charger;sc8571_charger;scheduler;scp;sec;sec_rng;sensorhub;sh366003_fg;slcan;slhc;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;spi_tiny_co5300_lcd;spmi_mtk_mpu;spmi_mtk_pmif;sspm_v3;st21nfc;sub_vcm;system_heap;task_turbo;tcpc_class;tcpc_mt6375;teeperf;thermal_generic_adc;thermal_interface;thermal_trace;timer_mediatek;tinysys_scmi;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;trace_mmstat;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;uload_ind;usb_boost;usb_logger;usb_meta;usb_offload;usbnet;usbserial;vcp;vtskin_temp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_tiny2c_usb;yft_tpd_gesture;zram;zsmalloc,366,367,0,1,1,0,1,1,1,1,custom_ldo_wl2868;fingerprint;hynitron;leds_ln2403;microarray_fp_tee;panel_ky_vtdr6115_dphy_cmd;sc851x_charger;sc8571_charger;sh366003_fg;spi_tiny_co5300_lcd;tkcore;tkcore_drv;yft_devinfo;yft_tiny2c_usb;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
__wake_up,0xe2964344,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apusys;atf_logger;audio_ipi;blocktag;bluetooth;bt_drv_6878;camera_dpe_isp7sp;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cdc_acm;cfg80211;conninfra;connscp;cqhci;drm_display_helper;fingerprint;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_log_mod;hci_uart;hf_manager;hidp;ieee802154;kfifo_buf;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mmqos_common;monitor_hang;mt6375_battery;mtk_aie;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mml;mtk_pep50;mtk_soc_offload_common;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;pda_drv_mt6878;powerhal_cpu_ctrl;ppp_generic;rfcomm;rfkill;scp;slcan;snd_soc_audiodsp_common;sspm_v3;st21nfc;system_heap;tcpc_class;tkcore;tkcore_drv;touch_boost;ufs_mediatek_mod;usb_offload;usbnet;usbserial;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;yft_tpd_gesture,88,89,0,1,0,0,1,1,1,1,fingerprint;microarray_fp_tee;tkcore;tkcore_drv;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
_dev_err,0xf27ed00b,KERNEL_OR_BUILTIN,,0,8250_mtk;arm_dsu_pmu;board_temp;bus_parity;cache_parity;cdc_acm;cdc_ncm;cfg80211;clk_bringup;clk_common;clk_mt6878;clk_mt6878_adsp;clk_mt6878_bus;clk_mt6878_cam;clk_mt6878_ccu;clk_mt6878_img;clk_mt6878_mdpsys;clk_mt6878_mmsys;clk_mt6878_peri;clk_mt6878_vcodec;clk_mt6878_vlp;cqhci;custom_ldo_wl2868;drm_display_helper;emi;emi_mpu;extcon_mtk_usb;ffa_v10;fingerprint;ftdi_sio;gzvm;hci_uart;hynitron;i2c_mt65xx;imgsensor;last_bus;leds_rgb_aw2013;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mali_prot_alloc_mt6878_r44;md_cooling_all;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;mt6315_regulator;mt6363_regulator;mt6369_regulator;mt6375;mt6375_adc;mt6375_battery;mt6375_charger;mtk_battery_oc_throttling;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccuv;mtk_dvfsrc;mtk_dvfsrc_devfreq;mtk_dvfsrc_regulator;mtk_emi;mtk_icc_core;mtk_iommu;mtk_irtx_pwm;mtk_jpeg;mtk_mbox_mailbox;mtk_mmc;mtk_mml;mtk_pmic_keys;mtk_pmic_wrap;mtk_pwm;mtk_scp_ultra;mtk_scpsys;mtk_scpsys_bringup;mtk_scpsys_mt6878;mtk_smi;mtk_sp_spk_amp;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_uart_apdma;mtk_usb_f_rndis;mtk_wdt;mtu3;nvmem_mt635x_efuse;panel_ky_vtdr6115_dphy_cmd;phy_mtk_xsphy;pinctrl_mtk_v2;pwm_mtk_disp;r8152;reboot_mode;reset_ti_syscon;rt5133_regulator;rt6160_regulator;rtc_mt6685;rtl8150;sc851x_charger;sc8571_charger;sec_rng;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mtk_common;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;spi_tiny_co5300_lcd;spmi_mtk_pmif;syscon_reboot_mode;tcpc_class;tcpc_mt6375;thermal_generic_adc;thermal_interface;ufs_mediatek_mod;usbserial;vtskin_temp;wifi_cooling;xhci_mtk_hcd_v2;yft_gpio_keys,117,117,0,1,0,0,1,1,1,1,custom_ldo_wl2868;fingerprint;hynitron;panel_ky_vtdr6115_dphy_cmd;sc851x_charger;sc8571_charger;spi_tiny_co5300_lcd;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
