module_name,classifications,final_status,evidence_kind,normalized_status,exact_status,nothing_target_hits,nothing_source_hits,mt6878_target_hits,mt6878_source_hits,normalized_target_examples,normalized_source_examples,exact_strong_examples,exact_composite_examples,exact_source_examples
met,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,4,0,0,0,kernel_modules/met_drv_v3/common/Kbuild:19:obj-$(CONFIG_MTK_MET) := met.o || kernel_modules/met_drv_v3/default/Kbuild:1:obj-m := met.o || kernel_modules/met_drv_v2/common/Kbuild:12:obj-$(CONFIG_MTK_MET_PLF) := met.o || kernel_modules/met_drv_v2/default/Kbuild:1:obj-m := met.o,,"kernel_modules/met_drv_v2/Makefile:30:$(warning Not building met.ko due to CONFIG_MTK_MET_PLF is not set to m, build met default) || kernel_modules/met_drv_v2/Makefile:34:$(warning Not building met.ko due to CONFIG_FTRACE/CONFIG_TRACING is not set, build met default) || kernel_modules/met_drv_v2/Makefile:42:$(warning Not building met.ko due to CONFIG_MODULES is not set, build met default) || kernel_modules/met_drv_v3/Kbuild:24:$(warning Not building met.ko due to CONFIG_MTK_MET is not set to m, build met default) || kernel_modules/met_drv_v3/Kbuild:28:$(warning Not building met.ko due to CONFIG_FTRACE/CONFIG_TRACING is not set, build met default)",,
met_backlight_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_backlight_api/Kbuild:16:obj-$(CONFIG_MTK_MET) := met_backlight_api.o || kernel_modules/met_drv_v3/default/met_api/met_backlight_api/Kbuild:1:obj-m += met_backlight_api.o,kernel_modules/met_drv_v3/met_api/met_backlight_api/met_backlight_api.c || kernel_modules/met_drv_v3/default/met_api/met_backlight_api/met_backlight_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:17:""met_backlight_api/met_backlight_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_backlight_api/Kbuild:5:met_backlight_api-y := default/met_api/met_backlight_api/met_backlight_api.o,kernel_modules/met_drv_v3/met_api/met_backlight_api/met_backlight_api.c || kernel_modules/met_drv_v3/default/met_api/met_backlight_api/met_backlight_api.c
met_emi_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_emi_api/Kbuild:20:obj-$(CONFIG_MTK_MET) := met_emi_api.o || kernel_modules/met_drv_v3/default/met_api/met_emi_api/Kbuild:1:obj-m += met_emi_api.o,kernel_modules/met_drv_v3/met_api/met_emi_api/met_emi_api.c || kernel_modules/met_drv_v3/default/met_api/met_emi_api/met_emi_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:18:""met_emi_api/met_emi_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_emi_api/Kbuild:5:met_emi_api-y := default/met_api/met_emi_api/met_emi_api.o,kernel_modules/met_drv_v3/met_api/met_emi_api/met_emi_api.c || kernel_modules/met_drv_v3/default/met_api/met_emi_api/met_emi_api.c
met_gpu_adv_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_gpu_adv_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_gpu_adv_api.o || kernel_modules/met_drv_v3/default/met_api/met_gpu_adv_api/Kbuild:1:obj-m += met_gpu_adv_api.o,kernel_modules/met_drv_v3/met_api/met_gpu_adv_api/met_gpu_adv_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpu_adv_api/met_gpu_adv_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:19:""met_gpu_adv_api/met_gpu_adv_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_gpu_adv_api/Kbuild:5:met_gpu_adv_api-y := default/met_api/met_gpu_adv_api/met_gpu_adv_api.o,kernel_modules/met_drv_v3/met_api/met_gpu_adv_api/met_gpu_adv_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpu_adv_api/met_gpu_adv_api.c
met_gpu_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_gpu_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_gpu_api.o || kernel_modules/met_drv_v3/default/met_api/met_gpu_api/Kbuild:1:obj-m += met_gpu_api.o,kernel_modules/met_drv_v3/met_api/met_gpu_api/met_gpu_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpu_api/met_gpu_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:20:""met_gpu_api/met_gpu_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_gpu_api/Kbuild:5:met_gpu_api-y := default/met_api/met_gpu_api/met_gpu_api.o,kernel_modules/met_drv_v3/met_api/met_gpu_api/met_gpu_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpu_api/met_gpu_api.c
met_gpueb_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_gpueb_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_gpueb_api.o || kernel_modules/met_drv_v3/default/met_api/met_gpueb_api/Kbuild:1:obj-m += met_gpueb_api.o,kernel_modules/met_drv_v3/met_api/met_gpueb_api/met_gpueb_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpueb_api/met_gpueb_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:21:""met_gpueb_api/met_gpueb_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_gpueb_api/Kbuild:5:met_gpueb_api-y := default/met_api/met_gpueb_api/met_gpueb_api.o,kernel_modules/met_drv_v3/met_api/met_gpueb_api/met_gpueb_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpueb_api/met_gpueb_api.c
met_ipi_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_ipi_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_ipi_api.o || kernel_modules/met_drv_v3/default/met_api/met_ipi_api/Kbuild:1:obj-m += met_ipi_api.o,kernel_modules/met_drv_v3/met_api/met_ipi_api/met_ipi_api.c || kernel_modules/met_drv_v3/default/met_api/met_ipi_api/met_ipi_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:22:""met_ipi_api/met_ipi_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_ipi_api/Kbuild:5:met_ipi_api-y := default/met_api/met_ipi_api/met_ipi_api.o,kernel_modules/met_drv_v3/met_api/met_ipi_api/met_ipi_api.c || kernel_modules/met_drv_v3/default/met_api/met_ipi_api/met_ipi_api.c
met_mcupm_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_mcupm_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_mcupm_api.o || kernel_modules/met_drv_v3/default/met_api/met_mcupm_api/Kbuild:1:obj-m += met_mcupm_api.o,kernel_modules/met_drv_v3/met_api/met_mcupm_api/met_mcupm_api.c || kernel_modules/met_drv_v3/default/met_api/met_mcupm_api/met_mcupm_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:23:""met_mcupm_api/met_mcupm_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_mcupm_api/Kbuild:5:met_mcupm_api-y := default/met_api/met_mcupm_api/met_mcupm_api.o,kernel_modules/met_drv_v3/met_api/met_mcupm_api/met_mcupm_api.c || kernel_modules/met_drv_v3/default/met_api/met_mcupm_api/met_mcupm_api.c
met_scmi_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_scmi_api/Kbuild:13:obj-$(CONFIG_MTK_MET) := met_scmi_api.o || kernel_modules/met_drv_v3/default/met_api/met_scmi_api/Kbuild:1:obj-m += met_scmi_api.o,kernel_modules/met_drv_v3/met_api/met_scmi_api/met_scmi_api.c || kernel_modules/met_drv_v3/default/met_api/met_scmi_api/met_scmi_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:24:""met_scmi_api/met_scmi_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_scmi_api/Kbuild:5:met_scmi_api-y := default/met_api/met_scmi_api/met_scmi_api.o,kernel_modules/met_drv_v3/met_api/met_scmi_api/met_scmi_api.c || kernel_modules/met_drv_v3/default/met_api/met_scmi_api/met_scmi_api.c
met_sspm_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_sspm_api/Kbuild:13:obj-$(CONFIG_MTK_MET) := met_sspm_api.o || kernel_modules/met_drv_v3/default/met_api/met_sspm_api/Kbuild:1:obj-m += met_sspm_api.o,kernel_modules/met_drv_v3/met_api/met_sspm_api/met_sspm_api.c || kernel_modules/met_drv_v3/default/met_api/met_sspm_api/met_sspm_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:25:""met_sspm_api/met_sspm_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_sspm_api/Kbuild:5:met_sspm_api-y := default/met_api/met_sspm_api/met_sspm_api.o,kernel_modules/met_drv_v3/met_api/met_sspm_api/met_sspm_api.c || kernel_modules/met_drv_v3/default/met_api/met_sspm_api/met_sspm_api.c
met_vcore_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_vcore_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_vcore_api.o || kernel_modules/met_drv_v3/default/met_api/met_vcore_api/Kbuild:1:obj-m += met_vcore_api.o,kernel_modules/met_drv_v3/met_api/met_vcore_api/met_vcore_api.c || kernel_modules/met_drv_v3/default/met_api/met_vcore_api/met_vcore_api.c,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:26:""met_vcore_api/met_vcore_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_vcore_api/Kbuild:5:met_vcore_api-y := default/met_api/met_vcore_api/met_vcore_api.o,kernel_modules/met_drv_v3/met_api/met_vcore_api/met_vcore_api.c || kernel_modules/met_drv_v3/default/met_api/met_vcore_api/met_vcore_api.c
mii,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mmprofile,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,2,2,0,0,device_modules/drivers/misc/mediatek/mmp/dummy/Makefile:16:obj-$(CONFIG_MMPROFILE) += mmprofile.o || device_modules/drivers/misc/mediatek/mmp/src/Makefile:17:obj-$(CONFIG_MMPROFILE) += mmprofile.o,device_modules/drivers/misc/mediatek/mmp/dummy/mmprofile.c || device_modules/drivers/misc/mediatek/mmp/src/mmprofile.c,,,device_modules/drivers/misc/mediatek/mmp/dummy/mmprofile.c || device_modules/drivers/misc/mediatek/mmp/src/mmprofile.c
mmqos_common,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/interconnect/mediatek/Makefile:14:obj-$(CONFIG_INTERCONNECT_MTK_MMQOS_COMMON) += mmqos-common.o,,,,
mmqos_mt6878,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,1,1,device_modules/drivers/interconnect/mediatek/Makefile:39:obj-$(CONFIG_INTERCONNECT_MTK_MMQOS_MT6878) += mmqos-mt6878.o,device_modules/drivers/interconnect/mediatek/mmqos-mt6878.c,,,
monitor_hang,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/monitor_hang/Makefile:25:obj-$(CONFIG_MTK_HANG_DETECT) += monitor_hang.o,,,,
mrdump,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/misc/mediatek/aee/mrdump/Makefile:23:obj-$(CONFIG_MTK_AEE_IPANIC)	+= mrdump.o,,,,
msync2_frd,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,kernel_modules/msync2_frd_cus/build/Kbuild:46:obj-m += msync2_frd.o,,,,
mt6315_regulator,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/regulator/Makefile:8:obj-$(CONFIG_DEVICE_MODULES_REGULATOR_MT6315) += mt6315-regulator.o,device_modules/drivers/regulator/mt6315-regulator.c,,,
mt6338_core,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/mfd/Makefile:3:obj-$(CONFIG_MFD_MT6338)	+= mt6338-core.o,device_modules/drivers/mfd/mt6338-core.c,,,
mt6363_regulator,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,1,0,0,device_modules/drivers/regulator/Makefile:14:obj-$(CONFIG_REGULATOR_MT6363) += mt6363-regulator.o,device_modules/drivers/regulator/mt6363-regulator.c,,,
mt6369_accdet,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/sound/soc/codecs/Makefile:35:obj-$(CONFIG_SND_SOC_MT6369_ACCDET) += mt6369-accdet.o,device_modules/sound/soc/codecs/mt6369-accdet.c,,,
mt6369_regulator,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,1,0,0,device_modules/drivers/regulator/Makefile:16:obj-$(CONFIG_REGULATOR_MT6369) += mt6369-regulator.o,device_modules/drivers/regulator/mt6369-regulator.c,,,
mt6375,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/mfd/Makefile:8:obj-$(CONFIG_MFD_MT6375)	+= mt6375.o,device_modules/drivers/mfd/mt6375.c,,,device_modules/drivers/mfd/mt6375.c
mt6375_adc,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/iio/adc/Makefile:10:obj-$(CONFIG_MEDIATEK_MT6375_ADC) += mt6375-adc.o,device_modules/drivers/iio/adc/mt6375-adc.c,,,
mt6375_auxadc,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/iio/adc/Makefile:5:obj-$(CONFIG_MEDIATEK_MT6375_AUXADC) += mt6375-auxadc.o,device_modules/drivers/iio/adc/mt6375-auxadc.c,,,
mt6375_battery,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/power/supply/Makefile:16:obj-$(CONFIG_GAUGE_MT6375)	+= mt6375-battery.o,,,,
mt6375_charger,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/power/supply/Makefile:15:obj-$(CONFIG_CHARGER_MT6375)	+= mt6375-charger.o,device_modules/drivers/power/supply/mt6375-charger.c,,,
mt6685_audclk,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/mfd/Makefile:10:obj-$(CONFIG_MT6685_AUDCLK)	+= mt6685-audclk.o,device_modules/drivers/mfd/mt6685-audclk.c,,,
mt6685_core,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/mfd/Makefile:11:obj-$(CONFIG_MFD_MT6685)	+= mt6685-core.o,device_modules/drivers/mfd/mt6685-core.c,,,
mt6878_dcm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,1,0,device_modules/drivers/misc/mediatek/dcm/Makefile:13:obj-$(CONFIG_MTK_DCM_MT6878) += mt6878_dcm.o,,,,
mt6878_mt6369,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,1,1,device_modules/sound/soc/mediatek/mt6878/Makefile:38:obj-$(CONFIG_DEVICE_MODULES_SND_SOC_MT6878_MT6369) += mt6878-mt6369.o,device_modules/sound/soc/mediatek/mt6878/mt6878-mt6369.c,,,
mtk_afe_external,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/sound/soc/mediatek/common/Makefile:22:obj-m += mtk-afe-external.o,device_modules/sound/soc/mediatek/common/mtk-afe-external.c,,,
mtk_aie,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,MENTION_ONLY,0,0,0,0,,,,,
mtk_aie_debug_7sp_2,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,kernel_modules/mtkcam/mtk-aie/Kbuild:47:obj-$(CONFIG_MTK_CAMERA_FD_ISP7S_ISP7SP) += mtk_aie_debug_7sp_2.o,kernel_modules/mtkcam/mtk-aie/mtk_aie_debug_7sp_2.c,,,kernel_modules/mtkcam/mtk-aie/mtk_aie_debug_7sp_2.c
mtk_battery_oc_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:9:obj-$(CONFIG_MTK_BATTERY_OC_POWER_THROTTLING) += mtk_battery_oc_throttling.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_battery_oc_throttling.c,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_battery_oc_throttling.c
mtk_bp_thl,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:10:obj-$(CONFIG_MTK_BATTERY_PERCENT_THROTTLING) += mtk_bp_thl.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_bp_thl.c,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_bp_thl.c
mtk_btcvsd,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/sound/soc/mediatek/common/Makefile:28:obj-$(CONFIG_DEVICE_MODULES_SND_SOC_MTK_BTCVSD) += mtk-btcvsd.o,device_modules/sound/soc/mediatek/common/mtk-btcvsd.c,,,
mtk_c2ps,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,kernel_modules/mtkcam/sched/c2ps/Kbuild:33:obj-$(CONFIG_MTK_C2PS) += mtk_c2ps.o,,,,
mtk_cam_isp7sp,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_ccd_remoteproc,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,MENTION_ONLY,0,0,0,0,,,,,
mtk_ccuv,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,kernel_modules/mtkcam/ccusys/Kbuild:12:obj-$(CONFIG_MTK_CCU_RPROC)	+= mtk_ccuv.o,,,,
mtk_cg_peak_power_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/cg_ppt/Makefile:6:obj-$(CONFIG_MTK_CG_PEAK_POWER_THROTTLING) += mtk_cg_peak_power_throttling.o,,,,
mtk_charger_algorithm_class,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/power/supply/Makefile:7:obj-$(CONFIG_MTK_CHARGER) += mtk_charger_framework.o mtk_pd_charging.o charger_class.o adapter_class.o mtk_charger_algorithm_class.o mtk_pd_adapter.o,device_modules/drivers/power/supply/mtk_charger_algorithm_class.c,,,device_modules/drivers/power/supply/mtk_charger_algorithm_class.c
mtk_charger_framework,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/power/supply/Makefile:7:obj-$(CONFIG_MTK_CHARGER) += mtk_charger_framework.o mtk_pd_charging.o charger_class.o adapter_class.o mtk_charger_algorithm_class.o mtk_pd_adapter.o,,,,
mtk_chg_type_det,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/power/supply/Makefile:21:obj-$(CONFIG_MTK_CHARGER_TYPE_DETECT)	+= mtk_chg_type_det.o,device_modules/drivers/power/supply/mtk_chg_type_det.c,,,device_modules/drivers/power/supply/mtk_chg_type_det.c
mtk_cm_ipi,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/cm_mgr/Makefile:31:obj-${CONFIG_MTK_CM_IPI} += mtk_cm_ipi.o,device_modules/drivers/misc/mediatek/cm_mgr/mtk_cm_ipi.c,,,device_modules/drivers/misc/mediatek/cm_mgr/mtk_cm_ipi.c
mtk_cm_mgr,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/cm_mgr/Makefile:28:obj-${CONFIG_MTK_CM_MGR} += mtk_cm_mgr.o,,,,
mtk_cm_mgr_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,1,1,device_modules/drivers/misc/mediatek/cm_mgr/Makefile:43:obj-${CONFIG_MTK_CM_MGR_MT6878} += mtk_cm_mgr_mt6878.o,device_modules/drivers/misc/mediatek/cm_mgr/mtk_cm_mgr_mt6878.c,,,device_modules/drivers/misc/mediatek/cm_mgr/mtk_cm_mgr_mt6878.c
mtk_cmdq_drv_ext,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/cmdq/mailbox/Makefile:40:obj-$(CONFIG_MTK_CMDQ_MBOX_EXT) += mtk-cmdq-drv-ext.o,,,,
mtk_composite,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,2,0,0,device_modules/drivers/misc/mediatek/flashlight/Makefile:9:obj-$(CONFIG_MTK_V4L2_FLASHLIGHT)        += mtk-composite.o,device_modules/drivers/misc/mediatek/flashlight/mtk-composite.c || device_modules/drivers/misc/mediatek/lens/vcm/v4l2/media/mtk-composite.c,,,
mtk_core_ctl,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/sched/Makefile:41:obj-$(CONFIG_MTK_CORE_CTL) += mtk_core_ctl.o,,,,
mtk_cpu_power_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:16:obj-$(CONFIG_MTK_CPU_POWER_THROTTLING) += mtk_cpu_power_throttling.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_cpu_power_throttling.c,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_cpu_power_throttling.c
mtk_dcm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/dcm/Makefile:4:obj-$(CONFIG_MTK_DCM_COMMON)	+= mtk_dcm.o,device_modules/drivers/misc/mediatek/dcm/mtk_dcm.c,,,device_modules/drivers/misc/mediatek/dcm/mtk_dcm.c
